"","X","original_title","original_language","adult","backdrop_path","homepage","id","imdb_id","rent_options","buy_options","flatrate_options","all_uniq_providers","All_providers_nos","Rent_providers_nos","Buy_providers_nos","Stream_providers_nos","poster_path","release_date","status","title","video","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","keywords","director","moreThan1ProductionCountry","moreThan1Genre","moreThan1ProductionCompany","moreThan1Keyword","moreThan1Director","moreThanSpokenLanguage","release_d","release_year","taglinepresent","collectionyes","revenue","budget","runtime","popularity","vote_average","vote_count","review_count","cast_size","crew_size","release_month","Imdb_Rating","Imdb_vote_count","profit_factor","Target","directedByAPopular","belongs_to_topProfitProdComp","avg_coll_revenue.x","avg_coll_revenue.y","release_week","movies_released_same_week","belongs_to_topProfitGenres","avg_rev_by_crew_size","avg_rev_by_cast_size","cast_crew_ratio","holidaymonth","costPerCapita"
"2437",30880,"Sweeney Killing Sweeney","en",FALSE,"","http://sweeneykillingsweeney.com",547894,"tt7477820","","","","",0,0,0,0,"/sbv7D42PASUQne4RwgZMD97Uc9s.jpg","9/11/2018","Released","Sweeney Killing Sweeney",FALSE,"Comedy ","Canopy Films ","","","US ","","Lisa Aimola ",0,0,0,0,0,0,2018-09-11,"2018",0,0,24931915,100,90,3.642,9,1,1,5,4,9,6.2,37,24931815,1,0,0,45072822.2708924,45072822.2708924,"37",121,1,28656711.7981439,36882370.2920696,1.25,0,11.1111111111111
"2438",30890,"Crazy Right","en",FALSE,"","",624732,"tt5337544","Amazon Video,","Amazon Video,","Amazon Prime Video,","Amazon Prime Video, Amazon Video",2,1,1,1,"/bSSJadiOa8DYXQZFxbTldRJX0fe.jpg","10/13/2018","Released","Crazy Right",FALSE,"Drama ","","","en,","US ","crazy right ","Ian Stewart Fowler ",0,0,0,0,0,0,2018-10-13,"2018",0,0,2892597,10000,83,3.617,10,1,2,5,2,10,5.9,68,28825.97,1,0,0,45072822.2708924,45072822.2708924,"41",160,1,56027727.4550265,36882370.2920696,2.5,0,1428.57142857143
"2439",30891,"Shaka","en",FALSE,"","https://www.quiksilver.fr/shaka-movie-mathieu-crepel/",641911,"tt10942070","Google Play Movies,Amazon Video,YouTube,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Microsoft Store,","Amazon Prime Video,","Google Play Movies, Amazon Prime Video, Apple iTunes, Microsoft Store, YouTube, Amazon Video",6,4,5,1,"/cGit79b079xM4FaBEFIk9PliUe7.jpg","10/31/2018","Released","Shaka",FALSE,"Documentary ","Quicksilver ","","en,fr,","FR ","snowboarding ","Morgan Le Faucheur ",1,0,0,1,0,1,2018-10-31,"2018",0,0,306871,222650,77,3.616,8.6,0,1,2,5,10,8,21,37.8266337300696,1,0,0,45072822.2708924,45072822.2708924,"44",174,1,49369049.8661417,44110052.5939716,0.4,0,31807.1428571429
"2440",30904,"목격자","ko",FALSE,"/wU57MNkOTtCvLgEfJzTUIGFdvbc.jpg","",529569,"tt8865562","","","Kanopy,Chai Flicks,","Kanopy, Chai Flicks",2,0,0,2,"/fxLYTY9HsnZtscMrKwkSG5PDww4.jpg","8/15/2018","Released","The Witness",FALSE,"Thriller ","AD406 ","","ko,","KR ","apartment ","Cho Kyu-jang ",0,0,1,0,0,0,2018-08-15,"2018",1,0,680418,5956440,111,3.57,7.2,39,1,12,14,8,6.5,1363,-88.5767673308218,0,0,0,45072822.2708924,45072822.2708924,"33",95,1,42764473.1428571,31128940.8322581,0.857142857142857,0,229093.846153846
"2441",30914,"劇場版 仮面ライダービルド Be The One","ja",FALSE,"/sW4fRbqFyzfCmyhi9UZHC6Vb6Wl.jpg","http://www.build-lupin-vs-pato.jp/",543094,"tt8591008","","","","",0,0,0,0,"/i8qAIvjYzzJio4mBf6OXkd3ML8i.jpg","8/4/2018","Released","Kamen Rider Build the Movie: Be The One",FALSE,"Action ","Toei Company ","","ja,","JP ","tokusatsu ","Kazuya Kamihoriuchi ",0,1,1,0,0,0,2018-08-04,"2018",0,0,92108679,20,66,3.51,9.7,3,2,24,6,8,7.1,76,460543295,1,0,0,45072822.2708924,45072822.2708924,"31",140,1,36876511.0084034,42844535.0344828,4,0,0.666666666666667
"2442",30921,"Block Island","en",FALSE,"/bSVSmtNzvpa0qYIOw0QbvYXqYF4.jpg","",609354,"tt4933914","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Amazon Prime Video,","Vudu, Google Play Movies, Amazon Prime Video, FandangoNOW, Apple iTunes, Microsoft Store, YouTube, Amazon Video",8,7,7,1,"/yx1xWCHV6U3CzoH0t1klhQnwGAF.jpg","7/13/2018","Released","Dead Sound",FALSE,"Action ","Choice Films ","","en,","US ","island ","Tony Glazer ",0,1,0,1,0,0,2018-07-13,"2018",0,0,17643857,4500000,82,3.467,5.2,3,3,22,15,7,3.7,232,292.085711111111,1,0,0,45072822.2708924,45072822.2708924,"28",101,1,66837487.1796875,52402890.1355932,1.46666666666667,1,121621.621621622
"2443",30929,"Johnny Gruesome","en",FALSE,"/8IKJJH8MWg08R4ijMHgOgl8RmNL.jpg","https://www.uncorkedentertainment.com/film/johnny-gruesome/",445732,"tt5936582","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","","Vudu, Google Play Movies, FandangoNOW, Apple iTunes, Microsoft Store, YouTube, Amazon Video",7,7,7,0,"/nbuyknUMnPh1jQZRdxfvTHofGTi.jpg","10/16/2018","Released","Johnny Gruesome",FALSE,"Horror ","Red Hill Movies ","","en,","US ","based on novel or book ","Greg Lamberson ",0,0,1,1,0,0,2018-10-16,"2018",1,0,164400,240000,90,3.445,4.7,6,2,15,3,10,3.8,308,-31.5,0,0,0,45072822.2708924,45072822.2708924,"42",155,1,29673379.7792208,42519958.136646,5,0,13333.3333333333
"2444",30931,"Chasing Bullitt","en",FALSE,"/68NeuemF0IBbhcDeP5jjvmOojcI.jpg","https://www.rottentomatoes.com/m/chasing_bullitt",586604,"tt6692926","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,DIRECTV,","Amazon Prime Video,Hoopla,","Vudu, Google Play Movies, FandangoNOW, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video, Micro",8,8,9,2,"/fe2cK1UKidq2W6p1yRqek7ZMpfM.jpg","6/8/2018","Released","Chasing Bullitt",FALSE,"Action ","Toe Pictures ","","fr,en,","US ","bullitt ","Joe Eddy ",0,1,1,0,0,1,2018-06-08,"2018",1,0,177418,100000,90,3.436,6.7,3,1,8,8,6,4.7,210,77.418,1,0,0,45072822.2708924,45072822.2708924,"23",119,1,34810055.4709677,41345637.8576642,1,1,6250
"2445",30940,"Making Coco: The Grant Fuhr Story","en",FALSE,"/r94lUAN6qFD2GUPKgFz9l6GGWkn.jpg","https://makingcoco.com/",548083,"tt7611944","Apple iTunes,Google Play Movies,Amazon Video,YouTube,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,","Amazon Prime Video,","Google Play Movies, Amazon Prime Video, Apple iTunes, YouTube, Amazon Video",5,4,4,1,"/qXFg9arF1nXRLflngp0cjk15bEs.jpg","9/11/2018","Released","Making Coco: The Grant Fuhr Story",FALSE,"Documentary ","Score G Productions ","","en,","CA ","sports ","Don Metz ",0,0,0,1,0,0,2018-09-11,"2018",0,0,87465,600000,90,3.397,7.3,3,1,15,12,9,7.1,167,-85.4225,0,0,0,45072822.2708924,45072822.2708924,"37",121,1,46087796.1717791,42519958.136646,1.25,0,22222.2222222222
"2446",30946,"Fake Friends Episode Two: Parasocial Hell","en",FALSE,"","https://www.youtube.com/watch?v=KLA-uFKjQ-g&t=2s",602145,"","","","","",0,0,0,0,"/7JoiKbRZqQ2V7sik6RFP32ESkKW.jpg","8/11/2018","Released","Fake Friends Episode Two: Parasocial Hell",FALSE,"Documentary ","","","","","","Shannon Strucci ",0,0,0,0,0,0,2018-08-11,"2018",1,0,2000,1000,115,3.371,9,1,2,16,2,8,8.5,44,100,1,0,0,45072822.2708924,45072822.2708924,"32",103,1,56027727.4550265,40402872.3565217,8,0,333333.333333333
"2447",30950,"โฮมสเตย์","th",FALSE,"/8Ejfxbh86sJKxupOngsYudf4IHB.jpg","",549432,"tt9021140","Apple iTunes,","Apple iTunes,","","Apple iTunes",1,1,1,0,"/o7cqbWPL6UbwUKZTy2GXrWlHHwp.jpg","10/25/2018","Released","Homestay",FALSE,"Thriller ","GDH 559 ","","th,","TH ","","Parkpoom Wongpoom ",0,1,1,0,0,0,2018-10-25,"2018",0,0,48701,2123894,132,3.361,7.4,8,1,8,20,10,7.3,1200,-97.7069947935255,0,0,0,45072822.2708924,45072822.2708924,"43",148,1,29996072.7848101,41345637.8576642,0.4,0,75853.3571428571
