,X,original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,Imdb_Rating,Imdb_vote_count,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director,moreThan1ProductionCountry,moreThan1Genre,moreThan1ProductionCompany,moreThan1Keyword,moreThan1Director,moreThanSpokenLanguage
33237,33237,Simon pleure,fr,FALSE,15000,,,593263,tt11080482,5.2,9,0.639,/nv2rbpZua3NbQDxaR5aTN6pADIM.jpg,6/1/2018,0,19,Released,"Following a love sorrow, Simon's sadness is so big it overflows. It overflows his whole body. An encounter will allow him to take a step back from his pain, to point to another perception of sorrow.",Simon Cries,FALSE,6,1,Drama ,Médiadiffusion - Atelier de Production de l'IAD ,,"fr,",BE ,0,sadness ,5,15,Sergio Guataquira Sarmiento ,0,1,0,1,0,0
33239,33239,Mezmer,en,FALSE,62,/ml15s2r0xzRiv5MzXh8yih2Z3ck.jpg,https://filmfreeway.com/projects/1526616,550138,,,,0.639,/zPZ7A19q96lJzi2KV99aKbK6uzy.jpg,6/28/2018,0,2,Released,,Mezmer,FALSE,9,1,Thriller ,Studio Kneesocks ,,"en,",ID ,0,surrealism ,2,8,Luqman Hakim ,0,1,0,1,0,0
33244,33244,#Зановородиться,ru,FALSE,0,/5bJ1eVNhxvIJlc18wpTjnQbY4ai.jpg,,530176,,,,0.639,/1ZOlvSvHA4soiVEKjqLU0n3zKVH.jpg,6/10/2018,36000,90,Released,,#Зановородиться,FALSE,10,1,Drama ,,,"ru,",RU ,0,,2,2,Alexander Petrov ,0,0,0,0,0,0
33299,33299,Purgatory.,en,FALSE,300,/ixEsXZcfYZzd0LDuzMNNKywwRce.jpg,,556153,tt9174546,,,0.614,/zmth990gFEvErbu7qlwfwTECIpd.jpg,10/24/2018,0,5,Released,,Purgatory.,FALSE,0,0,Horror ,Bored Film Studios ,,"en,",US ,0,short ,3,15,Armando Jimenez ,0,1,0,0,0,0
33325,33325,The Power of Zero,en,FALSE,100000,/jjzvCq7Dsv62paHao5MdwEhc8XT.jpg,https://www.powerofzeromovie.com/,685457,tt8881284,,,0.612,/6Z2p1c5wv8gZzbkK8vN8DnBYCgd.jpg,10/2/2018,0,75,Released,,The Power of Zero,FALSE,0,0,Documentary ,Doug Orchard Films ,,"en,",US ,0,economy ,25,9,Doug Orchard ,0,0,0,1,0,0
33343,33343,Diamanti,sq,FALSE,80000,,,572782,tt7442160,6.3,170,0.612,/gcZWcZugGrByB0W0f5B1rrXtYn.jpg,10/25/2018,0,103,Released,,Diamonds,FALSE,0,0,Crime ,,,"sq,",XK ,0,,9,13,Genc Berisha ,0,1,0,0,0,0
33368,33368,ハナレイ・ベイ,ja,FALSE,700000,/9cXW6V6DyPGvvZiZMBeknTMaEoN.jpg,https://hanaleibay-movie.jp/,547774,tt8332772,6.3,54,0.612,/xTIkIO4Y42ulnT9iAonlDDLhO2L.jpg,10/19/2018,0,97,Released,,Hanalei Bay,FALSE,0,0,Drama ,Talk Story Films ,,"ja,",JP ,0,hawaii ,5,8,Daishi Matsunaga ,0,0,0,1,0,0
33375,33375,Blood Vow,en,FALSE,100,,http://greenappleent.com/project/blood-vow/,505557,tt4372084,6.2,372,0.612,/oe98FQHV2ivoLXmlHeQ9eDAg96i.jpg,6/1/2018,0,95,Released,Pass this cup from me,Blood Vow,FALSE,0,0,Thriller ,Green Apple Entertainment ,,"en,",US ,0,possession ,9,4,Victoria Sutton ,0,1,0,1,0,0
33386,33386,The Devil's Pimple,en,FALSE,250,,,699221,tt8244726,,,0.611,/9CHVNgDlrkkBBsJnVKkhEmF3Gjd.jpg,8/25/2018,0,19,Released,That's the Devil's Pimple!,The Devil's Pimple,FALSE,0,0,Comedy ,THE END OF ART / THE END OF LOVE ,,"en,",US ,0,,5,13,Leo Rauf ,0,1,0,0,0,0
33402,33402,De l'autre côté du parc,fr,FALSE,30000,,,565529,tt8531270,,,0.611,/4aTRB5G3fooBCU9aN3rmSqSzhON.jpg,9/4/2018,0,17,Released,,On the Other Side of the Park,FALSE,0,0,Comedy ,Les Moyens du Bord ,,"fr,",CA ,0,,4,8,Émile Tremblay ,0,0,0,0,0,0
33438,33438,Li'l Cars,en,FALSE,10000,,,623991,tt8873730,,,0.61,/6JKvNA2nSY8vSR4ChBcAiBeObk8.jpg,8/19/2018,0,7,Released,,Li'l Cars,FALSE,0,0,Drama ,,,"en,",,0,,5,3,T.L. Westgate ,0,0,0,0,0,0
33439,33439,The Reality of #VanLife,en,FALSE,127,/izi9l4MAdz99hsiVT9SpdVDYrlY.jpg,,621468,tt8408288,6.1,7,0.61,/sXyeZ8ulRjzOCd8wdWklcy66BVr.jpg,8/12/2018,7500,41,Released,,The Reality of #VanLife,FALSE,0,0,Documentary ,,,"en,",,0,,0,0,T.L. Westgate ,0,0,0,0,0,0
33440,33440,Machos,es,FALSE,5000,,https://www.amazon.com/gp/video/detail/B086H5JJ6D/ref=atv_dp_share_cu_r,614598,,,,0.61,/fwtOX9IRTNfeOVxXDQN3SxydKIF.jpg,8/1/2018,0,10,Released,"As a man, can we stop being violent?",Machos,FALSE,0,0,Documentary ,La Sabandija ,,,MX ,0,civil rights ,8,10,César Chiquito Chávez ,0,0,0,1,0,0
33453,33453,Můj neznámý vojín,cs,FALSE,220000,/wjkCECkRJYayZ1qr4WNamCmp8Dw.jpg,,545283,tt7710836,6.7,9,0.61,/wNfwuwLD87G9C2GuVha7hmfxm4e.jpg,8/16/2018,0,79,Released,,My Unknown Soldier,FALSE,0,0,Documentary ,Analog Vision ,,"cs,ru,",CZ ,0,prague spring (1968) ,0,9,Anna Kryvenko ,1,0,1,0,0,1
33480,33480,Sundown,en,FALSE,13000,/6kFlcee5lX5z45wtMc67SM0LC2D.jpg,,692432,tt6708682,9.4,18,0.609,/gz4yNnDtSlCbS412iMs9n9UV2yy.jpg,6/27/2018,0,12,Released,,Sundown,FALSE,0,0,Drama ,Magic Monkey Films ,,"en,",,0,,2,3,Ryan Hendrick ,0,0,0,0,0,0
33483,33483,Bubble Gum,en,FALSE,1000,/bzJ0WOo5dK0o7PKMthXoVD8NeVO.jpg,,622012,tt8598878,8.4,14,0.609,/qLb194VZCnOjLdRLc7qESwMWCGw.jpg,6/22/2018,0,9,Released,"I may not like girls, but I like a girl.",Bubble Gum,FALSE,0,0,Romance ,,,"en,",,0,,3,3,Ella Fields ,0,0,0,0,0,0
33512,33512,Christian Audigier: The VIF,en,FALSE,400,,https://www.vifthemovie.com/,531654,tt4760382,8,222,0.609,/5U5imJuC7kRSASFwxY9ZkZ71yMJ.jpg,6/22/2018,0,90,Released,,Christian Audigier: The VIF,FALSE,0,0,Documentary ,Mensch Pictures ,,,,0,,0,1,Didier Beringuer ,0,0,1,0,0,0
33532,33532,Clams Casino,en,FALSE,25000,,,591573,tt8462144,7.5,14,0.605,/ioeLpno0lRrPxiAVNm793YqVmbi.jpg,6/23/2018,0,10,Released,,Clams Casino,FALSE,5,1,Drama ,,,"en,es,",US ,0,,4,3,Pam Nasr ,0,0,0,0,0,1
33562,33562,Emilio,pt,FALSE,2000,,,771131,,,,0.6,/lAf2WCRGmhdTP8IfSKdpO0hmkUK.jpg,10/1/2018,0,0,Released,,Emilio,FALSE,0,0,Drama ,,,"pt,",BR ,0,,1,3,Herbert Bianchi ,0,0,0,0,0,0
33584,33584,Tangisan Akinabalu,en,FALSE,540,,,768804,,,,0.6,/7fluj3EWe8jjSmQPbQG9RHX6AOw.jpg,9/27/2018,0,93,Released,,Tangisan Akinabalu,FALSE,0,0,Drama ,,,,,0,,3,1,Jurey Latiff Rosli ,0,0,0,0,0,0
33607,33607,Deborah,de,FALSE,6000,,,766160,,,,0.6,/gbpvIttrR0yZd2AFEWuUfZZe0yl.jpg,8/31/2018,0,0,Released,"A father in search of his daughter, who went missing in a strange little village full of mysteries.",Deborah,FALSE,0,0,Mystery ,,,"de,",DE ,0,,10,11,Joseph Bolz ,0,0,0,0,0,0
33620,33620,"No, THIS Is Horror!",en,FALSE,50,/hImqqkFidrZ0MWoy24xUtXZzgME.jpg,https://youtu.be/5Xq4elcQPCA,764073,,,,0.6,/imEjy3yPviefEyBddjnUkidOjz3.jpg,7/13/2018,0,19,Released,,"No, THIS Is Horror!",FALSE,0,0,Horror ,OddCoddBro Productions ,,,,0,,10,9,Orson Codd ,0,1,1,0,0,0
33649,33649,A Walk in the Woods,en,FALSE,50,/4kCe914M1epQtWBBAeNkNn0JMRp.jpg,https://www.youtube.com/watch?v=f_lCR5XHD-Q,760876,tt11610450,,,0.6,/hj8Ovh0Rt7GYEP8I4yMXZO6EOJc.jpg,8/1/2018,0,17,Released,The Woods Are My Home,A Walk in the Woods,FALSE,2,1,Drama ,Argon Films ,,"en,",GB ,0,mask ,3,8,Robyn Walters ,0,0,0,1,0,0
33650,33650,Small Group,en,FALSE,0,/gNpaT5dZTwgbv2dl9f4kOqovR0n.jpg,,760532,tt6061364,7.8,186,0.6,/tA34st3w6aPnDU1e7zn3Ur2PR58.jpg,10/18/2018,37058,121,Released,Small Group,Small Group,FALSE,0,0,,,,,,0,,4,2,Matt Chastain ,0,0,0,0,0,0
33665,33665,El trago amargo,es,FALSE,200,,,759128,,,,0.6,,10/5/2018,0,0,Released,,El trago amargo,FALSE,0,0,Drama ,Royal Producciones ,,"es,",,0,,2,2,Francisco Pascual ,0,0,0,0,0,0
33670,33670,The Devil Series,en,FALSE,3000,,https://www.youtube.com/watch?v=C3wUIk2lUq4,758257,tt10540314,,,0.6,/wAlzJTsJF0yqWRRHDo0ALfie95b.jpg,8/15/2018,5000,30,Released,"The Devil is a demon who did unbelievable Devastation with his unbelievable Power, believes in terrorism his Motives lead to destruction on India fights with bob. Now see how bob saves India from of the devil.",The Devil Series,FALSE,0,0,Action ,MD Arts Productions Co. ,,"en,hi,",IN ,0,,8,3,Mahi Dubey ,0,1,0,0,0,1
33671,33671,Ek Kahani Maa,en,FALSE,2000,,,758253,tt10687574,,,0.6,/pCfmlVUulnsMV34QVYm4aroQHwl.jpg,6/10/2018,3500,11,Released,This is the Story of every Rural Mother for Whom her child is everything.,Ek Kahani Maa,FALSE,0,0,Documentary ,MD Arts Productions Co. ,,"en,hi,",IN ,0,,5,3,Mahi Dubey ,0,1,0,0,0,1
33672,33672,The Wiccan Trials,en,FALSE,2500,,,758189,tt10122106,,,0.6,/foc97PIV8TyrsvcCT0APEu4F7cc.jpg,10/18/2018,0,7,Released,,The Wiccan Trials,FALSE,0,0,,,,,,0,,4,2,Ramiel Petros ,0,0,0,0,0,0
33678,33678,Shining Ashes,es,FALSE,15500,,,757939,tt8323892,,,0.6,/xr3zcmQnuNjNWD1YnLXPBfq8CnM.jpg,9/26/2018,0,13,Released,,Shining Ashes,FALSE,0,0,Drama ,,,"es,",US ,0,,2,4,Nicole Campbell ,0,0,0,0,0,0
33681,33681,Honor Amongst Men,en,FALSE,300000,,,757818,tt6317070,7.2,11,0.6,/1hkDEHebZiqeT5iBbvdpTfK5hPx.jpg,7/14/2018,0,0,Released,,Honor Amongst Men,FALSE,0,0,Drama ,,,"en,",,0,,6,6,Fred Carpenter ,0,0,0,0,0,0
33736,33736,Shooting Star,en,FALSE,100,,http://www.moon.net.in,753897,,,,0.6,/5lp9QdbMVydzg5rGIaAiUSu35ik.jpg,8/22/2018,500,0,Released,origin story of Overwatch’s D.Va,Shooting Star,FALSE,0,0,,,,,,0,,0,0,Mazahir Rahim ,0,0,0,0,0,0
33746,33746,"Обичам те, Бойдин",bg,FALSE,110000,/7CQZitLomOwkUwdV1aPxewys1xp.jpg,https://www.loveboyden.com/,752861,tt8147428,5.8,13,0.6,/gOQPPzmAR34fqCiBecP2Cx1STMI.jpg,8/31/2018,0,112,Released,Straight Through the Heart,"Love, Boyden",FALSE,9,1,Drama ,Magic Storylines ,,"bg,",,0,,9,15,Borislav Mihailovski ,0,0,1,0,0,0
33772,33772,The Jump,en,FALSE,20000,,,750511,tt8790016,6.8,5,0.6,/10omYi5mkuIlfNqxqCseRyEGKVv.jpg,10/3/2018,0,14,Released,,The Jump,FALSE,0,0,Drama ,,,,,0,short ,7,2,Carla Dauden ,0,0,0,0,0,0
33775,33775,Cry,en,FALSE,1000,/8cOsw5YYajUvGgTRyWdb42SPjcT.jpg,,750206,tt8470356,4.7,28,0.6,/jWZ0P8XsRxzgYHrD0gHoARFMrgY.jpg,10/31/2018,0,62,Released,Careful What You Say,Cry,FALSE,0,0,Horror ,ORA Pictures ,,"en,",CA ,0,horror ,5,5,Octavius Ra ,0,0,0,1,0,0
33830,33830,My Haunted House,en,FALSE,15000000,,,746606,tt7248368,,,0.6,/yLm38ydk1iSUAlYf5n4k79ZOlez.jpg,9/7/2018,0,0,Released,And you thought your family was weird...,My Haunted House,FALSE,0,0,Animation ,Tigon ,,,GB ,0,,0,6,Alex Williams ,0,1,1,0,0,0
33843,33843,The Bateman Lectures on Depression,en,FALSE,5000,,http://batemanlectures.com,745107,tt8004534,,,0.6,/isSXJ4CDq5b8tgwI4TdpgLyk2tB.jpg,6/15/2018,0,78,Released,Get out your number two pencil. There will be a test.,The Bateman Lectures on Depression,FALSE,10,1,Comedy ,,,,US ,0,,5,6,Scott Bateman ,0,0,0,0,0,0
33845,33845,Olga Bolaji,en,FALSE,4000000,,,744802,tt8847418,,,0.6,/iSlz1bKukLLar3VpnjNWVtBXRgi.jpg,8/7/2018,0,91,Released,,Olga Bolaji,FALSE,0,0,Drama ,Kaykas Studios ,,,,0,,5,1,Kayode Kasum ,0,0,0,0,0,0
33962,33962,Family of Too Many,fa,FALSE,10000,,,735618,tt6007590,,,0.6,,8/2/2018,0,14,Released,,Family of Too Many,FALSE,0,0,Drama ,,,"fa,",IR ,0,,5,2,Maaman Rezaee ,1,0,0,0,0,0
33967,33967,Conference Call,en,FALSE,200,/cB73K5dyKweAbkMOKm44r4hQ5lS.jpg,,735286,,,,0.6,/jWxfzNDkUI7zeovCOmOMyoe1XOe.jpg,6/5/2018,0,66,Released,An Original Musical,Conference Call,FALSE,0,0,Music ,Act IIII Productions ,,,CA ,0,,15,10,Kielan Ellis ,0,1,1,0,0,0
34026,34026,Two,en,FALSE,5000,,https://www.vasiliospapaioannu.com/two,732669,,,,0.6,/xKIKrBWzz2VkhDv8TjLZwPmuoT6.jpg,9/1/2018,0,8,Released,,Two,FALSE,0,0,Documentary ,,,"en,",US ,0,,0,1,Vasilios Papaioannu ,0,0,0,0,0,0
34082,34082,Run With The Wind,ja,FALSE,2,,,727206,,,,0.6,/kWK4jGZShE5mDbHL9DM0sNJLnsG.jpg,10/2/2018,5,570,Released,Do you like running?,Run With The Wind,FALSE,0,0,,,,,,0,,0,0,Carlos Osuna ,0,0,0,0,0,0
34086,34086,On The Run,en,FALSE,7000,,https://www.elreynetwork.com/shows/movies/on-the-run,726237,,,,0.6,,6/4/2018,0,50,Released,,On The Run,FALSE,0,0,Drama ,,,,,0,,2,0,Keika Hanada ,0,1,0,0,0,0
34088,34088,Hanging Millstone,en,FALSE,150000,,,726039,tt4773290,5,23,0.6,/r1PQIqkNIfzTs8R0hRNlBBXBLLD.jpg,6/28/2018,0,92,Released,Childrens' actions can reflect from their parents' choices.,Hanging Millstone,FALSE,0,0,Crime ,,,,,0,,1,1,Curtis Collins ,0,0,0,0,0,0
34091,34091,Rise of the Mask,en,FALSE,80000,,,725685,tt9247522,7.1,38,0.6,/2z8zykRHJYLI62YDIrwa5gmvqmK.jpg,10/27/2018,0,0,Released,,Rise of the Mask,FALSE,0,0,,Sides Studios ,,,US ,0,,4,7,Lance Kawas ,0,0,0,0,0,0
34203,34203,Pop-Pop Is Dead,en,FALSE,20000,,https://www.poppopisdead.com/,719573,tt8877930,,,0.6,/w7mkKmX5hnhVNB9VDRyLaPP4HjD.jpg,8/29/2018,0,60,Released,,Pop-Pop Is Dead,FALSE,0,0,Comedy ,Coki Productions ,,"en,",US ,0,,12,7,Catherine Dee Holly ,0,0,0,0,0,0
34204,34204,Purple,en,FALSE,2000,,,719441,tt9114380,,,0.6,/axi0YfWNvIujyAoNjjr2UZBmOLX.jpg,6/30/2018,0,5,Released,,Purple,FALSE,0,0,,Jazbaaaat Productions ,,"en,hi,",,0,,1,8,Jasmin A. Singh ,0,0,0,0,0,1
34224,34224,"Dedico Essa Obra a Você, Alice",pt,FALSE,1000,/mJOYNVRFbtfIuGXWrqyAvX5rbUk.jpg,https://www.patrickhanser.com/dedico-essa-obra-a-voce-alice,718081,tt9000534,,,0.6,/4a0FYjPumeYSVevaZISF5QofNrn.jpg,9/23/2018,0,11,Released,SPIRAL DOWN THE RABBIT HOLE,"This One's for You, Alice",FALSE,0,0,Crime ,,,,,0,,2,9,Patrick Hanser ,0,1,0,0,0,0
34243,34243,Apto. 304,en,FALSE,100,/fK5MX5BrofIHYCmay5yr6ggRuIC.jpg,,716893,,,,0.6,/nA2UDwKVF4WzdtdWZKzOtZa7HGj.jpg,8/18/2018,0,7,Released,"A story about noises, jelly beans and a raging sweeper.",Apartment 304,FALSE,10,1,Comedy ,,,,BR ,0,friendship ,1,10,J.P. Moraes ,0,1,0,0,0,0
34258,34258,Semente da Música Brasileira,pt,FALSE,30000,,,715886,tt9749516,,,0.6,/nEGmznn6NoBryYojl5URrvyI3pR.jpg,7/15/2018,0,95,Released,,Semente da Música Brasileira,FALSE,0,0,Documentary ,Cavídeo Produções ,,"pt,",BR ,0,,12,4,Patrícia Terra ,0,0,0,0,0,0
34268,34268,De Binocle,nl,FALSE,11300,,https://www.filmfestival.nl/archief/de-binocle/,714867,tt8666184,,,0.6,/5ShC34uAJu2wk9LC667ZXVNyirB.jpg,9/8/2018,0,11,Released,After the famous story by Louis Couperus,The Binocle,FALSE,0,0,Drama ,Hogeschool voor de Kunsten Utrecht ,,"nl,",NL ,0,psychological stress ,11,44,Aidan Vernee ,0,1,0,1,0,0
34288,34288,The Attaché,en,FALSE,75000,,,713315,,,,0.6,/cPz8gJnOHonoxOEccHPipJckz4x.jpg,9/12/2018,0,17,Released,,The Attaché,FALSE,0,0,Thriller ,,,"en,",US ,0,,3,4,Andre Stringer ,0,0,0,0,0,0
34294,34294,בשוליים,he,FALSE,1000,,,712959,tt12218998,,,0.6,,9/26/2018,0,14,Released,,On the Side,FALSE,0,0,Drama ,,,"he,",IL ,0,,3,5,Alma Hemmo ,0,0,0,0,0,0
34301,34301,Zoe,de,FALSE,50000,/ifPFtLsUJL73OmyQTYDNJyyTvtP.jpg,http://zoefilm.ch/,712303,tt5969746,,,0.6,/85d1MNGeGaykHEClFCKp1eJXEm6.jpg,8/15/2018,0,94,Released,Five Friends - One Game - Eight Worlds,Zoe,FALSE,8,1,Thriller ,Chaos Turtle ,,"de,",,0,switzerland ,7,8,Johannes Thüring ,0,0,1,1,0,0
34302,34302,Un día de estos,en,FALSE,45000,,,712132,tt7935526,,,0.6,/1JP893ukN33lsuep85pwfRcKxTD.jpg,7/28/2018,0,20,Released,,One of These Days,FALSE,0,0,Drama ,American Film Institute Conservatory ,,"en,es,",US ,0,,10,19,Rudy Lopez ,0,0,0,0,0,1
34306,34306,Indiecency,en,FALSE,15000,,https://vimeo.com/ondemand/indiecency/279923263,711806,tt7735442,,,0.6,/2SoFUXggCxFQVQxkeIUqAfi0mxe.jpg,9/2/2018,0,130,Released,,Indiecency,FALSE,0,0,Comedy ,Tilted Rose Productions ,,,,0,artists' life ,16,10,Jody Weinman ,0,1,0,1,0,0
34308,34308,"Canadian Wrestling's Elite: Featuring Jake ""The Snake"" Roberts",en,FALSE,39000,,,711363,tt8905552,,,0.6,,8/25/2018,0,44,Released,,"Canadian Wrestling's Elite: Featuring Jake ""The Snake"" Roberts",FALSE,0,0,Documentary ,,,,,0,canada ,8,13,Scott Carnegie ,0,0,0,1,0,0
34366,34366,void void,fr,FALSE,2,,,705543,tt8701268,,,0.6,/akTRiv2goeO0OXDzBpaeA9dEu6Q.jpg,6/21/2018,0,0,Released,,void void,FALSE,0,0,,oh no! ,,"en,ko,fr,ja,",FR ,0,,2,10,Pierre Lauret ,0,0,0,0,0,1
34377,34377,Blot,sv,FALSE,200,,https://www.youtube.com/watch?v=8ZrevL-4hu8,704991,,,,0.6,/9Y6Pi9vYlenNzGruBabOzqUUuBO.jpg,10/28/2018,0,26,Released,,Blot,FALSE,0,0,Horror ,,,"sv,",SE ,0,,3,2,Linus von der Burg ,0,1,0,0,0,0
34390,34390,Gus Bus: The Movie,en,FALSE,15,,https://www.youtube.com/watch?v=ArmPzI8q7OE,703443,,,,0.6,,8/22/2018,30,36,Released,The Movie Event of the Millennium.,Gus Bus: The Movie,FALSE,10,1,,The W.W.A. ,,"en,",US ,0,,5,1,Ryan Looney ,0,0,0,0,0,0
34393,34393,Malawi,en,FALSE,1,/76S0DTm17inrcyefjEPtOIZkOfz.jpg,http://www.malawifilm.com/,703014,,,,0.6,/zAmz2TjF5QQTZzuHCFTQSuqflUO.jpg,8/9/2018,140,80,Released,A journey of discovery,Malawi,FALSE,10,2,Documentary ,BAM Studios ,,"en,",MW ,0,,2,2,Ben McMorran ,1,0,0,0,0,0
34398,34398,Missing Girl,en,FALSE,2500,/mH0NPBPrB8GCwW1968L2VN3ci4F.jpg,https://perdidaelcorto.com/,702471,tt7116720,,,0.6,/qcMny7M7lf7dxayQ5TgsSHWrC77.jpg,7/26/2018,0,8,Released,Who's gonna kill who?,Missing Girl,FALSE,8,1,Thriller ,Black Letter Films ,,"es,",DO ,0,darkness ,2,13,Jimmy Barranco ,0,1,0,1,0,0
34419,34419,Summer Collections,en,FALSE,1000,,,701148,,,,0.6,/4hcz1CDkAspPEK5bdq30li3JYNM.jpg,9/6/2018,0,5,Released,,Summer Collections,FALSE,0,0,,,,,,0,,0,1,Andre de Nervaux ,0,0,0,0,0,0
34431,34431,The Being Who Fell from the Stars,en,FALSE,1000,,,700317,tt9233614,,,0.6,/nIEjHra9oygpK3EaqiOmuVE85Og.jpg,9/29/2018,0,22,Released,a silent science-fiction comedy,The Being Who Fell from the Stars,FALSE,0,0,Comedy ,,,,,0,,4,9,Jacob Padilla ,0,1,0,0,0,0
34432,34432,Hari Yang Menyenangkan,en,FALSE,70,,,700279,,,,0.6,/gsBIjf9nTmE1d5lXOdy8QPONKp2.jpg,7/17/2018,0,6,Released,,Another Hakuna Matata,FALSE,0,0,Drama ,Kamarkecil Studio ,,,,0,hari yang menyenangkan ,2,6,M. Rizal Hanun ,0,1,0,0,0,0
34441,34441,A Presence Behind the Door,en,FALSE,500,/vVNttosJ9rq0rYCYVXIR6msNXk7.jpg,,699349,tt9187602,,,0.6,/8vBHs8KD3QU6Sudri4zNcBz9e6j.jpg,9/8/2018,0,8,Released,,A Presence Behind the Door,FALSE,0,0,,,,,,0,,6,5,Drake Dalgleish ,0,0,0,0,0,0
34498,34498,Gottlieb,en,FALSE,18000,,http://nobudge.com/main/gottlieb,693017,tt7179654,,,0.6,/37RnBOTgkMGWXa1YSKIjIPoIcpK.jpg,6/4/2018,0,57,Released,"""It's really a beautiful picture.""",Gottlieb,FALSE,0,0,Drama ,Serfdom Productions ,,"en,",US ,0,,4,8,Elliot Conrad ,0,0,0,0,0,0
34509,34509,Motel Providence,en,FALSE,200,,,692510,tt9150948,,,0.6,/gATYi8MH2xD1jLhW2V9SKfPSKQV.jpg,10/18/2018,0,10,Released,,Motel Providence,FALSE,0,0,Horror ,Snupinwhale Pictures ,,,US ,0,shower ,5,16,Travis Neal ,0,1,1,1,0,0
34514,34514,My Name is Art,en,FALSE,2000,,https://thinkspeak.org/my-name-is-art/,691760,tt8660076,,,0.6,/rQl1WCgTtaWBpblMrmBsUWuANct.jpg,6/1/2018,0,14,Released,,My Name is Art,FALSE,10,1,Science Fiction ,Think Speak Films ,,,US ,0,,4,5,Shahab Zargari ,0,1,0,0,0,0
34517,34517,Jaywalking,en,FALSE,25000,,https://vimeo.com/234426639,691507,tt8708538,,,0.6,/7zSP5OCPoIye3aJ6VqLmAoD6mH5.jpg,8/20/2018,0,79,Released,,Jaywalking,FALSE,0,0,Drama ,Del Re Pictures ,,"en,",,0,summer ,6,7,Peter Elliott Eaton ,0,1,0,1,0,0
34521,34521,โรคกาวใจ,th,FALSE,3050,/rFu7dmwjgBcc8x3gMCVUdK04XVj.jpg,,691220,,,,0.6,/vIFYzS83X6yw5ELohit9Q2r3gr5.jpg,8/25/2018,0,89,Released,,Dilemma Of A Dying Cat,FALSE,0,0,Family ,,,"th,",,0,,0,5,Thakoon Leesumpun ,0,1,0,0,0,0
34531,34531,A Stay,en,FALSE,250,,,690930,,,,0.6,/ffZvyYKLbZBm01lHV0TbK3rhlsV.jpg,8/31/2018,0,3,Released,,A Stay,FALSE,0,0,Family ,,,"en,ms,",MY ,0,host family ,5,11,Ammar Adzim ,0,1,0,0,0,1
34536,34536,The Lost Piece,zh,FALSE,100,,,690588,,,,0.6,/o5Kn5ReuTBsevFxxtBxg1TKcpR4.jpg,6/5/2018,0,6,Released,,The Lost Piece,FALSE,0,0,Family ,Future Oscar Winners ,,"zh,",MY ,0,love-hate relationship ,5,14,Eric Low ,0,0,0,1,0,0
34539,34539,Scramble the Seawolves,en,FALSE,200000,,https://scrambletheseawolves.com/,690525,tt11323336,,,0.6,/7bv8NvvaS39AjapDVeAitpbvtMX.jpg,9/4/2018,0,107,Released,"The Most Decorated Squadron in Naval Aviation History and of the Vietnam War...50 years later, this is their story",Scramble the Seawolves,FALSE,8,1,Documentary ,,,,,0,vietnam veteran ,0,1,Jeff Arballo ,0,0,0,1,0,0
34541,34541,The Marksman,en,FALSE,107,,,690438,tt9019322,,,0.6,,7/15/2018,0,1,Released,,The Marksman,FALSE,0,0,Drama ,Dare Media Productions ,,,IE ,0,sniper ,2,6,Conor Healy ,0,0,0,1,0,0
34552,34552,La Carrera,es,FALSE,1000,,http://www.noelfilms.com,689819,tt9354076,7,6,0.6,/eVmsyUUQpspOV03bw8tDdsAk8l1.jpg,10/28/2018,0,8,Released,Winning is everything?,The Race,FALSE,0,0,Drama ,Noel Films ,,,AR ,0,coming of age ,2,1,Iván Noel ,0,0,0,1,0,0
34557,34557,Filho da Lua,pt,FALSE,100,,,689686,,,,0.6,/ahN4b617If5IuU4c8v7unBA4Cyu.jpg,10/20/2018,0,0,Released,,Filho da Lua,FALSE,0,0,Horror ,Suco Excêntrico Filmes ,,"pt,",,0,horror ,2,7,Matheus Maltempi ,0,0,0,1,0,0
34565,34565,Turtle Tale,en,FALSE,490000,/1ZeiNXA5NnR4e3Vyn0UmEbFCPqH.jpg,,689166,tt4312236,6.1,35,0.6,/jusLjOBdWBOHhF9D1VATUxl2bt5.jpg,6/26/2018,0,94,Released,,Turtle Tale,FALSE,0,0,,,,,,0,,0,0,Ditteke Mensink ,0,0,0,0,0,0
34591,34591,North Korea's Secret Slaves: Dollar Heroes,en,FALSE,300000,/6f2GTVMMzqXGkkHpAkz82XTv0cH.jpg,,687266,tt9271194,7.6,17,0.6,/xZOGOsPDbmbXT8QyAZqtPlkBGve.jpg,10/27/2018,0,52,Released,Bonded labour in North Korea,North Korea's Secret Slaves: Dollar Heroes,FALSE,0,0,Documentary ,,,"en,ko,pl,",,0,factual ,0,4,Sebastian Weis ,0,0,0,1,0,1
34604,34604,Sylphvania Grove,en,FALSE,11000,,https://www.horromance.com/sylphvania-grove,686184,tt7975758,9.4,16,0.6,/onOzo9XyZSNu104HC6VvuSeXiIV.jpg,9/14/2018,0,19,Released,,Sylphvania Grove,FALSE,10,1,Adventure ,Horromance Productions ,,,US ,0,,6,3,Rebekah Fieschi ,0,1,0,0,0,0
